iter	RMSE
601	8.565266362
602	8.562606303
603	8.560487435
604	8.558842205
605	8.557969185
606	8.555773156
607	8.55273627
608	8.551437468
609	8.548998567
610	8.547760356
611	8.545044513
612	8.544312738
613	8.541371
614	8.539294332
615	8.536088136
616	8.534878795
617	8.533106361
618	8.530581931
619	8.529962799
620	8.52767095
621	8.525836681
622	8.522843652
623	8.520540328
624	8.519940516
625	8.518312007
626	8.516299769
627	8.513310559
628	8.510661799
629	8.50873582
630	8.507929766
631	8.50713414
632	8.506616145
633	8.503915402
634	8.503161139
635	8.500992612
636	8.498843635
637	8.495962201
638	8.490432254
639	8.487792059
640	8.48702386
641	8.483266531
642	8.482120347
643	8.481588894
644	8.479019127
645	8.477450978
646	8.473384016
647	8.472488425
648	8.471717746
649	8.468395241
650	8.467431728
651	8.465230116
652	8.465096717
653	8.462880999
654	8.458907276
655	8.457953515
656	8.454557989
657	8.453146668
658	8.452521382
659	8.450411363
660	8.449681472
661	8.448998671
662	8.44828763
663	8.445778788
664	8.445148362
665	8.442149701
666	8.440620852
667	8.438870757
668	8.437891384
669	8.43298913
670	8.43059842
671	8.429880187
672	8.429289204
673	8.428121281
674	8.427228533
675	8.423113501
676	8.421594171
677	8.419807548
678	8.417491973
679	8.416199315
680	8.414818818
681	8.409252014
682	8.40724325
683	8.406087862
684	8.404999859
685	8.402244169
686	8.399827926
687	8.399268735
688	8.398156063
689	8.396865113
690	8.391783931
691	8.389421687
692	8.388165634
693	8.386153163
694	8.3845118
695	8.382731818
696	8.381382795
697	8.379697374
698	8.377917039
699	8.377593643
700	8.37526732
701	8.37342476
702	8.371322515
703	8.370144273
704	8.365126045
705	8.364232956
706	8.36251082
707	8.362039703
708	8.360977914
709	8.357992064
710	8.356205865
711	8.355630672
712	8.351053128
713	8.350644093
714	8.349586331
715	8.344102489
716	8.343474968
717	8.34159748
718	8.3388425
719	8.337740964
720	8.337318281
721	8.335277427
722	8.334690103
723	8.332510018
724	8.329736625
725	8.328603519
726	8.327819782
727	8.326806248
728	8.32398541
729	8.321182353
730	8.318808856
731	8.316300387
732	8.314466585
733	8.313371708
734	8.308082357
735	8.305502612
736	8.303775624
737	8.301538329
738	8.300624972
739	8.299580735
740	8.295959955
741	8.295393691
742	8.292233207
743	8.291760074
744	8.289553729
745	8.28886277
746	8.288724761
747	8.28788652
748	8.286120176
749	8.285310145
750	8.279983711
751	8.277527532
752	8.275202398
753	8.273907109
754	8.272846118
755	8.269924574
756	8.265708193
757	8.265559263
758	8.265462107
759	8.264166068
760	8.262586132
761	8.262071839
762	8.260532125
763	8.258351921
764	8.256683106
765	8.251357884
766	8.250812403
767	8.248434438
768	8.247104224
769	8.245147976
770	8.243615316
771	8.241308115
772	8.2403678
773	8.237983476
774	8.236246212
775	8.235471034
776	8.235098247
777	8.233381108
778	8.233291021
779	8.231922268
780	8.227544822
781	8.225688911
782	8.21977136
783	8.219499765
784	8.217145692
785	8.214921679
786	8.209242976
787	8.204698564
788	8.20162442
789	8.200839312
790	8.199759713
791	8.198429926
792	8.196581947
793	8.196449354
794	8.195512111
795	8.190064544
796	8.187464571
797	8.185373605
798	8.181305137
799	8.179200265
800	8.178178319
801	8.177525362
802	8.174704236
803	8.171777468
804	8.170188461
805	8.168372543
806	8.167277372
807	8.165794552
808	8.163763996
809	8.163026382
810	8.161276836
811	8.158934008
812	8.155149829
813	8.151138013
814	8.150341566
815	8.147249703
816	8.144056803
817	8.143270048
818	8.14306795
819	8.141021152
820	8.136532341
821	8.135829593
822	8.131704049
823	8.130017916
824	8.125986542
825	8.122220336
826	8.119469017
827	8.118948505
828	8.117108313
829	8.115427393
830	8.113880038
831	8.110104125
832	8.105210074
833	8.104082713
834	8.102545456
835	8.101977949
836	8.098569585
837	8.096353018
838	8.094155077
839	8.092384481
840	8.090568578
841	8.088981994
842	8.087732781
843	8.086388466
844	8.08598717
845	8.084843341
846	8.083538083
847	8.080856788
848	8.078496011
849	8.076524505
850	8.074240355
851	8.073577488
852	8.073383468
853	8.070449494
854	8.069376374
855	8.06881879
856	8.068150086
857	8.067156249
858	8.063511633
859	8.061798943
860	8.061310387
861	8.059225427
862	8.058316236
863	8.056086277
864	8.055864156
865	8.054166419
866	8.052201618
867	8.051786474
868	8.051329865
869	8.050598943
870	8.049796543
871	8.044831198
872	8.041995781
873	8.039578664
874	8.037910791
875	8.035944985
876	8.03289476
877	8.028301513
878	8.027391857
879	8.025764042
880	8.023729957
881	8.023526161
882	8.020872255
883	8.017390961
884	8.016920726
885	8.014255343
886	8.010419697
887	8.006240906
888	8.003822494
889	8.001661449
890	7.996919385
891	7.994834212
892	7.994322556
893	7.992099141
894	7.990231908
895	7.989789387
896	7.988270285
897	7.98698285
898	7.98665652
899	7.986519777
900	7.984990282
901	7.982971533
902	7.981774259
903	7.981032481
904	7.979676825
905	7.975015614
906	7.973137788
907	7.97173845
908	7.970728622
909	7.968641015
910	7.968219
911	7.965187476
912	7.964266864
913	7.961457098
914	7.959776729
915	7.957695938
916	7.957142407
917	7.955974522
918	7.955468172
919	7.951943456
920	7.949943558
921	7.947158273
922	7.944755074
923	7.94289347
924	7.942647756
925	7.942278264
926	7.939825155
927	7.938477018
928	7.938161634
929	7.936877152
930	7.935418218
931	7.933427538
932	7.932084624
933	7.931378655
934	7.928054954
935	7.926353126
936	7.925879317
937	7.92459714
938	7.923888705
939	7.921130553
940	7.919443896
941	7.918027593
942	7.916267194
943	7.91606226
944	7.915234179
945	7.913307355
946	7.912781554
947	7.910367146
948	7.909870932
949	7.906187077
950	7.905978017
951	7.903964042
952	7.902196882
953	7.901508236
954	7.898619184
955	7.897129783
956	7.896507821
957	7.895125701
958	7.894150492
959	7.891811464
960	7.890135757
961	7.888891607
962	7.886626324
963	7.885756858
964	7.883922638
965	7.883479357
966	7.882171676
967	7.878376089
968	7.877999936
969	7.87766554
970	7.875883602
971	7.87473876
972	7.871110467
973	7.869995028
974	7.868202742
975	7.868082924
976	7.866328228
977	7.865494924
978	7.864979087
979	7.86260734
980	7.860977046
981	7.858646455
982	7.856880866
983	7.855017943
984	7.853280339
985	7.852920724
986	7.852495397
987	7.85088764
988	7.849213133
989	7.846923412
990	7.846247419
991	7.845341375
992	7.844114878
993	7.843720931
994	7.842804483
995	7.842433173
996	7.841791274
997	7.839791269
998	7.839723095
999	7.837067509
